,/ang_vel,/position
2514,,-0.01833512012451343
2515,,-0.01833512012451343
2516,,-0.01856288559189869
2517,,-0.01856288559189869
2518,,-0.01867676832559132
2519,,-0.01867676832559132
2520,,-0.01879065105928395
2521,,-0.01879065105928395
2522,,-0.01890453379297658
2523,,-0.01890453379297658
2524,,-0.01901841652666921
2525,,-0.01901841652666921
2526,,-0.01913229926036184
2527,,-0.01913229926036184
2528,,-0.019246181994054472
2529,,-0.019246181994054472
2530,,-0.019360064727747102
2531,,-0.019360064727747102
2532,,-0.019473947461439732
2533,,-0.019473947461439732
2534,,-0.019587830195132362
2535,,-0.019587830195132362
2536,,-0.019587830195132362
2537,,-0.019587830195132362
2538,,-0.019587830195132362
2539,,-0.019587830195132362
2540,,-0.019587830195132362
2541,,-0.019587830195132362
2542,,-0.019587830195132362
2543,,-0.019587830195132362
2544,,-0.019587830195132362
2545,,-0.019587830195132362
2546,,-0.019587830195132362
2547,,-0.019587830195132362
2548,,-0.019587830195132362
2549,,-0.019587830195132362
2550,,-0.019587830195132362
2551,,-0.019587830195132362
2552,,-0.019587830195132362
2553,,-0.019587830195132362
2554,,-0.019587830195132362
2555,,-0.019587830195132362
2556,,-0.019587830195132362
2557,,-0.019587830195132362
2558,,-0.019587830195132362
2559,,-0.019587830195132362
2560,,-0.019587830195132362
2561,,-0.019587830195132362
2562,,-0.019587830195132362
2563,,-0.019587830195132362
2564,,-0.019587830195132362
2565,,-0.019587830195132362
2566,,-0.019587830195132362
2567,,-0.019587830195132362
2568,,-0.019587830195132362
2569,,-0.019587830195132362
2570,,-0.019587830195132362
2571,,-0.019587830195132362
2572,,-0.019587830195132362
2573,,-0.019587830195132362
2574,,-0.019587830195132362
2575,,-0.019587830195132362
2576,,-0.019587830195132362
2577,,-0.019587830195132362
2578,,-0.019587830195132362
2579,,-0.019587830195132362
2580,,-0.019587830195132362
2581,,-0.019587830195132362
2582,,-0.019587830195132362
2583,,-0.019587830195132362
2584,,-0.019587830195132362
2585,,-0.019587830195132362
2586,,-0.019587830195132362
2587,,-0.019587830195132362
2588,,-0.019587830195132362
2589,,-0.019587830195132362
2590,,-0.019587830195132362
2591,,-0.019587830195132362
2592,,-0.019587830195132362
2593,,-0.019587830195132362
2594,,-0.019587830195132362
2595,,-0.019587830195132362
2596,,-0.019587830195132362
2597,,-0.019587830195132362
2598,,-0.019587830195132362
2599,,-0.019587830195132362
2600,,-0.019587830195132362
2601,,-0.019587830195132362
2602,,-0.019587830195132362
2603,,-0.019587830195132362
2604,,-0.019587830195132362
2605,,-0.019587830195132362
2606,,-0.019473947461439732
2607,,-0.019473947461439732
2608,,-0.019360064727747102
2609,,-0.019360064727747102
2610,,-0.01913229926036184
2611,,-0.01913229926036184
2612,,-0.01901841652666921
2613,,-0.01901841652666921
2614,,-0.01867676832559132
2615,,-0.01867676832559132
2616,,-0.01856288559189869
2617,,-0.01856288559189869
2618,,-0.01833512012451343
2619,,-0.01833512012451343
2620,,-0.01810735465712817
2621,,-0.01810735465712817
2622,,-0.017879589189742914
2623,,-0.017879589189742914
2624,,-0.01776570645605028
2625,,-0.01776570645605028
2626,,-0.017537940988665023
2627,,-0.017537940988665023
2628,,-0.017424058254972393
2629,,-0.017424058254972393
2630,,-0.017310175521279763
2631,,-0.017310175521279763
2632,,-0.017310175521279763
2633,,-0.017310175521279763
2634,,-0.017310175521279763
2635,,-0.017310175521279763
2636,,-0.017310175521279763
2637,,-0.017310175521279763
2638,,-0.017310175521279763
2639,,-0.017310175521279763
2640,,-0.017310175521279763
2641,,-0.017310175521279763
2642,,-0.017310175521279763
2643,,-0.017310175521279763
2644,,-0.017310175521279763
2645,,-0.017310175521279763
2646,,-0.017310175521279763
2647,,-0.017310175521279763
2648,,-0.017310175521279763
2649,,-0.017310175521279763
2650,,-0.017310175521279763
2651,,-0.017310175521279763
2652,,-0.017310175521279763
2653,,-0.017310175521279763
2654,,-0.017310175521279763
2655,,-0.017310175521279763
2656,,-0.017310175521279763
2657,,-0.017310175521279763
2658,,-0.017424058254972393
2659,,-0.017424058254972393
2660,,-0.01765182372235765
2661,,-0.01765182372235765
2662,,-0.017879589189742914
2663,,-0.017879589189742914
2664,,-0.0182212373908208
2665,,-0.0182212373908208
2666,,-0.01856288559189869
2667,,-0.01856288559189869
2668,,-0.01913229926036184
2669,,-0.01913229926036184
2670,,-0.019587830195132362
2671,,-0.019587830195132362
2672,,-0.020043361129902883
2673,,-0.020043361129902883
